,Emp ID,Name_prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,DOB,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password,Test_date,Day,Month,Year
65,917395.0,Hon.,Christopher,D,Nelson,M,christopher.nelson@aol.com,Jeffrey Nelson,Cynthia Nelson,2032-02-13 00:00:00,5:56:17 PM,57.37,62.0,11/8/1997,Q4,H2,1997.0,11.0,November,Nov,8.0,Saturday,Sat,19.73,190765.0,0%,120-98-6155,480-946-9780,Willow Beach,Mohave,Willow Beach,AZ,86445.0,West,cdnelson,QKae{1EP1A[SeX,,13,2,2032
66,183071.0,Drs.,Andrea,P,Garcia,F,andrea.garcia@aol.com,Mark Garcia,Nicole Garcia,1988-02-13 00:00:00,12:49:53 AM,32.08,52.0,4/18/2010,Q2,H1,2010.0,4.0,April,Apr,18.0,Sunday,Sun,7.28,54179.0,25%,213-91-6792,219-624-3708,Granger,St. Joseph,Granger,IN,46530.0,Midwest,apgarcia,eI!^kXR]Q^V+,,13,2,1988
67,316110.0,Mr.,Jeremy,I,Sanchez,M,jeremy.sanchez@hotmail.com,Albert Sanchez,Patricia Sanchez,1989-02-13 00:00:00,4:25:09 PM,52.51,52.0,4/2/2006,Q2,H1,2006.0,4.0,April,Apr,2.0,Sunday,Sun,11.33,178847.0,1%,474-55-8883,423-974-2755,Alcoa,Blount,Alcoa,TN,37701.0,South,jisanchez,Yg#Z+:CDwDV<*xZ,,13,2,1989
68,293459.0,Mr.,Steven,J,Phillips,M,steven.phillips@hotmail.com,Jason Phillips,Gloria Phillips,1990-02-13 00:00:00,5:00:38 AM,30.9,58.0,3/27/2015,Q1,H1,2015.0,3.0,March,Mar,27.0,Friday,Fri,2.34,90108.0,24%,578-53-9940,225-968-5952,Baton Rouge,East Baton Rouge,Baton Rouge,LA,70833.0,South,sjphillips,ht}X55$P&g1,,13,2,1990
69,732017.0,Ms.,Cynthia,J,Ramirez,F,cynthia.ramirez@btinternet.com,Walter Ramirez,Evelyn Ramirez,1991-02-13 00:00:00,10:04:25 PM,34.87,47.0,2/18/2009,Q1,H1,2009.0,2.0,February,Feb,18.0,Wednesday,Wed,8.44,90531.0,2%,355-08-4606,406-961-7340,Browning,Glacier,Browning,MT,59417.0,West,cjramirez,qP-#AhuNuz*Wb],,13,2,1991
70,915638.0,Dr.,Jason,W,Anderson,M,jason.anderson@gmail.com,Brandon Anderson,Julia Anderson,1992-02-13 00:00:00,6:47:06 PM,43.59,57.0,9/21/1999,Q3,H2,1999.0,9.0,September,Sep,21.0,Tuesday,Tue,17.86,76636.0,19%,048-15-7937,217-856-6752,Hudson,McLean,Hudson,IL,61748.0,Midwest,jwanderson,a3Hlk+.V/TjD,,13,2,1992
71,478003.0,Hon.,Cynthia,X,White,F,cynthia.white@gmail.com,Nicholas White,Katherine White,1993-02-13 00:00:00,12:19:06 PM,54.16,60.0,3/4/2004,Q1,H1,2004.0,3.0,March,Mar,4.0,Thursday,Thu,13.41,186200.0,30%,364-39-4983,314-593-3092,Kansas City,Jackson,Kansas City,MO,64133.0,Midwest,cxwhite,mofyGR>.?Dwb4!,,13,2,1993
72,951225.0,Ms.,Margaret,N,Brooks,F,margaret.brooks@gmail.com,Johnny Brooks,Debra Brooks,1994-02-13 00:00:00,6:57:19 AM,25.1,56.0,8/26/2016,Q3,H2,2016.0,8.0,August,Aug,26.0,Friday,Fri,0.92,43867.0,9%,057-02-6958,303-960-0117,Haswell,Kiowa,Haswell,CO,81045.0,West,mnbrooks,0*2k8uW&:{i{,,13,2,1994
73,883936.0,Mr.,Douglas,I,Flores,M,douglas.flores@gmail.com,Justin Flores,Kathy Flores,1995-02-13 00:00:00,1:44:47 AM,31.29,61.0,9/10/2009,Q3,H2,2009.0,9.0,September,Sep,10.0,Thursday,Thu,7.88,181793.0,20%,324-11-6837,303-836-4721,Eckert,Delta,Eckert,CO,81418.0,West,diflores,9||FLq|0tU|9>v,,13,2,1995
74,528673.0,Hon.,Paul,V,Watson,M,paul.watson@hotmail.com,Carl Watson,Anna Watson,1996-02-13 00:00:00,5:19:17 AM,58.43,60.0,6/26/1995,Q2,H1,1995.0,6.0,June,Jun,26.0,Monday,Mon,22.1,145235.0,15%,286-15-9671,270-556-7711,Blue River,Floyd,Blue River,KY,41607.0,South,pvwatson,7q{iHhbgWZ7%,,13,2,1996
75,765850.0,Mrs.,Linda,R,Moore,F,linda.moore@gmail.com,Howard Moore,Diana Moore,1997-02-13 00:00:00,8:22:55 AM,25.96,40.0,5/15/2017,Q2,H1,2017.0,5.0,May,May,15.0,Monday,Mon,0.2,113256.0,18%,286-15-5442,215-793-7095,Albion,Erie,Albion,PA,16401.0,Northeast,lrmoore,0jj}jl_r/VmJ;,,13,2,1997
76,262382.0,Ms.,Cheryl,O,Miller,F,cheryl.miller@ntlworld.com,Gerald Miller,Christine Miller,1998-02-13 00:00:00,5:42:38 PM,32.29,48.0,7/30/2007,Q3,H2,2007.0,7.0,July,Jul,30.0,Monday,Mon,10.0,64143.0,3%,287-15-4772,270-880-3858,Bays,Breathitt,Bays,KY,41310.0,South,comiller,Nr-t/.^cWBO,,13,2,1998
77,870820.0,Ms.,Martha,G,Washington,F,martha.washington@aol.com,Todd Washington,Carolyn Washington,2001-02-26 00:00:00,5:37:33 AM,26.35,54.0,3/3/2017,Q1,H1,2017.0,3.0,March,Mar,3.0,Friday,Fri,0.4,116629.0,25%,416-67-0297,405-945-0242,Nardin,Kay,Nardin,OK,74646.0,South,mgwashington,ju$7I]eH8{-,,26,2,2001
78,806955.0,Mr.,William,G,Hernandez,M,william.hernandez@rediffmail.com,Peter Hernandez,Deborah Hernandez,2002-02-26 00:00:00,8:22:32 AM,50.05,50.0,3/21/2000,Q1,H1,2000.0,3.0,March,Mar,21.0,Tuesday,Tue,17.36,73734.0,22%,629-31-9010,239-276-0532,Mary Esther,Okaloosa,Mary Esther,FL,32569.0,South,wghernandez,BRB3DFywgZZ4,,26,2,2002
79,325319.0,Hon.,Carolyn,F,Price,F,carolyn.price@yahoo.com,Kevin Price,Patricia Price,2003-02-26 00:00:00,1:24:46 AM,41.19,60.0,11/5/2014,Q4,H2,2014.0,11.0,November,Nov,5.0,Wednesday,Wed,2.73,48736.0,2%,512-33-3410,217-409-4338,Wheaton,DuPage,Wheaton,IL,60189.0,Midwest,cfprice,K*$u@MAoH,,26,2,2003
80,623253.0,Mrs.,Ruby,Q,Stewart,F,ruby.stewart@gmail.com,Paul Stewart,Paula Stewart,2004-02-26 00:00:00,12:02:38 AM,48.79,48.0,7/2/2017,Q3,H2,2017.0,7.0,July,Jul,2.0,Sunday,Sun,0.07,174774.0,7%,007-11-1727,218-445-2369,Margie,Koochiching,Margie,MN,56658.0,Midwest,rqstewart,C\RjCUPJd[Ld],,26,2,2004
81,225925.0,Mr.,Paul,D,Cooper,M,paul.cooper@gmail.com,Nicholas Cooper,Helen Cooper,2005-02-26 00:00:00,11:14:26 PM,25.98,68.0,9/8/2014,Q3,H2,2014.0,9.0,September,Sep,8.0,Monday,Mon,2.89,73526.0,27%,613-87-0084,210-984-4722,Glidden,Colorado,Glidden,TX,78943.0,South,pdcooper,hW%ZbJ\fZ-,,26,2,2005
82,761821.0,Mr.,Ernest,G,Washington,M,ernest.washington@msn.com,Johnny Washington,Shirley Washington,2006-02-26 00:00:00,11:37:48 AM,32.77,87.0,1/31/2015,Q1,H1,2015.0,1.0,January,Jan,31.0,Saturday,Sat,2.49,176675.0,15%,178-86-1878,212-596-1659,Saranac Lake,Franklin,Saranac Lake,NY,12983.0,Northeast,egwashington,B\Wb^6W-,,26,2,2006
83,400173.0,Ms.,Dorothy,K,Edwards,F,dorothy.edwards@hotmail.co.uk,Dennis Edwards,Betty Edwards,2007-02-26 00:00:00,1:51:05 AM,33.55,57.0,12/31/2013,Q4,H2,2013.0,12.0,December,Dec,31.0,Tuesday,Tue,3.58,179017.0,1%,543-81-2192,215-902-6888,Philadelphia,Philadelphia,Philadelphia,PA,19132.0,Northeast,dkedwards,VWEIm3YKm65|D,,26,2,2007
84,802554.0,Mr.,Ryan,V,Alexander,M,ryan.alexander@shell.com,William Alexander,Elizabeth Alexander,2008-02-26 00:00:00,6:26:20 PM,24.01,65.0,8/31/2014,Q3,H2,2014.0,8.0,August,Aug,31.0,Sunday,Sun,2.91,106628.0,24%,017-94-7572,225-395-3347,Jarreau,Pointe Coupee,Jarreau,LA,70749.0,South,rvalexander,3N3]VFZx?MaC{,,26,2,2008
85,476433.0,Ms.,Lillian,N,Mitchell,F,lillian.mitchell@shaw.ca,Harry Mitchell,Marie Mitchell,2009-02-26 00:00:00,6:40:13 PM,42.79,55.0,12/7/1999,Q4,H2,1999.0,12.0,December,Dec,7.0,Tuesday,Tue,17.65,149878.0,3%,505-59-3960,316-876-1484,Wichita,Sedgwick,Wichita,KS,67214.0,Midwest,lnmitchell,Ty/b@+;f,,26,2,2009
86,533952.0,Ms.,Kelly,R,Adams,F,kelly.adams@bp.com,Eric Adams,Janice Adams,2010-02-26 00:00:00,1:54:27 PM,42.21,53.0,7/4/2013,Q3,H2,2013.0,7.0,July,Jul,4.0,Thursday,Thu,4.07,51878.0,15%,474-55-8101,405-418-0037,Meno,Major,Meno,OK,73760.0,South,kradams,OfK?#J|7&W\1T,,26,2,2010
87,623929.0,Prof.,Jimmy,R,Howard,M,jimmy.howard@yahoo.com,Nicholas Howard,Patricia Howard,2011-02-26 00:00:00,10:37:53 AM,50.7,87.0,12/12/2007,Q4,H2,2007.0,12.0,December,Dec,12.0,Wednesday,Wed,9.63,120631.0,13%,610-87-0251,212-855-9316,Oriskany,Oneida,Oriskany,NY,13424.0,Northeast,jrhoward,0v+|SfA0Xv+Pf%,,26,2,2011
88,844177.0,Ms.,Margaret,T,Allen,F,margaret.allen@gmail.com,Michael Allen,Karen Allen,2012-02-26 00:00:00,10:10:26 PM,35.91,43.0,5/17/2013,Q2,H1,2013.0,5.0,May,May,17.0,Friday,Fri,4.2,180107.0,22%,137-25-8468,216-697-6987,Richmond Dale,Ross,Richmond Dale,OH,45673.0,Midwest,mtallen,oC1OHlW%Sk@%6,,26,2,2012
89,212893.0,Ms.,Janet,Y,Henderson,F,janet.henderson@ntlworld.com,Jerry Henderson,Julie Henderson,2013-02-26 00:00:00,10:43:47 AM,37.62,60.0,12/18/2012,Q4,H2,2012.0,12.0,December,Dec,18.0,Tuesday,Tue,4.61,114481.0,5%,018-94-7340,239-769-6347,Miami,Miami-Dade,Miami,FL,33166.0,South,jyhenderson,g-oCs-L/za,,26,2,2013
90,185032.0,Mr.,Eugene,D,Perez,M,eugene.perez@exxonmobil.com,Jimmy Perez,Lois Perez,2014-02-26 00:00:00,11:02:58 AM,37.84,59.0,12/8/2014,Q4,H2,2014.0,12.0,December,Dec,8.0,Monday,Mon,2.64,122950.0,26%,192-86-6418,262-472-7112,Racine,Racine,Racine,WI,53490.0,Midwest,edperez,g]SJn<W_/#,,26,2,2014
91,867084.0,Ms.,Deborah,E,Smith,F,deborah.smith@yahoo.com,Richard Smith,Diana Smith,2015-02-26 00:00:00,8:14:09 PM,39.77,54.0,3/4/2002,Q1,H1,2002.0,3.0,March,Mar,4.0,Monday,Mon,15.41,52767.0,28%,173-86-6203,907-279-8694,Atqasuk,North Slope,Atqasuk,AK,99791.0,West,desmith,C[WxHsB9,,26,2,2015
92,969964.0,Hon.,Janice,S,Parker,F,janice.parker@yahoo.com,Paul Parker,Alice Parker,2016-02-26 00:00:00,8:38:06 AM,37.57,56.0,8/23/2016,Q3,H2,2016.0,8.0,August,Aug,23.0,Tuesday,Tue,0.93,147641.0,25%,733-26-1976,314-842-5984,Whiteman Air Force Base,Johnson,Whiteman Air Force Base,MO,65305.0,Midwest,jsparker,8wUbWmuib,,26,2,2016
93,158666.0,Ms.,Rebecca,A,Stewart,F,rebecca.stewart@gmail.com,Roger Stewart,Carol Stewart,1999-06-15 00:00:00,11:08:01 PM,56.0,55.0,4/10/1983,Q2,H1,1983.0,4.0,April,Apr,10.0,Sunday,Sun,34.32,160043.0,9%,202-84-8294,209-233-7631,Independence,Inyo,Independence,CA,93526.0,West,rastewart,7ONuh3Zi^z#32r,,15,6,1999
94,489424.0,Dr.,Phillip,F,White,M,phillip.white@gmail.com,Harold White,Frances White,1999-06-16 00:00:00,11:45:07 PM,39.43,82.0,1/5/2016,Q1,H1,2016.0,1.0,January,Jan,5.0,Tuesday,Tue,1.56,181774.0,7%,447-27-9469,503-668-6592,Mapleton,Lane,Mapleton,OR,97453.0,West,pfwhite,8<Mc.5]eu.*C8.,,16,6,1999
95,639892.0,Mr.,Jose,K,Hill,M,jose.hill@hotmail.com,Carlos Hill,Anna Hill,1999-01-15 00:00:00,5:23:39 AM,22.82,89.0,7/9/2016,Q3,H2,2016.0,7.0,July,Jul,9.0,Saturday,Sat,1.05,129774.0,15%,171-86-3825,228-245-5000,Biloxi,Harrison,Biloxi,MS,39532.0,South,jkhill,a_!SKb6h3?w*Mad,,15,1,1999
96,704709.0,Dr.,Harold,Z,Nelson,M,harold.nelson@gmail.com,Richard Nelson,Pamela Nelson,1999-02-15 00:00:00,9:00:17 PM,32.61,77.0,8/23/2011,Q3,H2,2011.0,8.0,August,Aug,23.0,Tuesday,Tue,5.93,156194.0,0%,456-99-2066,217-555-9216,Carol Stream,Carol Stream,Carol Stream,IL,60351.0,Midwest,hznelson,z/-hEz3&^q5,,15,2,1999
97,461593.0,Ms.,Nicole,O,Ward,F,nicole.ward@yahoo.com,Ralph Ward,Julia Ward,1999-03-15 00:00:00,7:12:20 AM,52.66,60.0,1/23/1989,Q1,H1,1989.0,1.0,January,Jan,23.0,Monday,Mon,28.53,95673.0,12%,196-84-2551,231-761-7861,Detroit,Wayne,Detroit,MI,48278.0,Midwest,noward,AUe6s0@:@]A3Ze,,15,3,1999
98,392491.0,Mrs.,Theresa,R,Murphy,F,theresa.murphy@gmail.com,George Murphy,Jacqueline Murphy,1999-04-15 00:00:00,5:56:10 AM,29.6,57.0,8/3/2010,Q3,H2,2010.0,8.0,August,Aug,3.0,Tuesday,Tue,6.99,51015.0,11%,249-99-8801,907-356-1555,Mc Grath,Yukon-Koyukuk (CA),Mc Grath,AK,99627.0,West,trmurphy,V]PGw>4h9,,15,4,1999
99,495141.0,Drs.,Tammy,B,Young,F,tammy.young@comcast.net,Andrew Young,Brenda Young,1999-05-15 00:00:00,10:26:52 PM,38.38,55.0,2015-01-34,Q2,H1,2015.0,4.0,April,Apr,25.0,Saturday,Sat,2.26,93650.0,7%,771-02-7046,231-290-3075,Alma,Gratiot,Alma,MI,48801.0,Midwest,tbyoung,d6!&xu12A1H^i![,,15,5,1999
100,,,,,,,,,,2018-12-19 21:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12,2018
101,,,,,,,,,,1789-03-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,1789
